,Date,Net,Gross,Debt,Savings,Investments,Assets
512,2066-09-01,33251814.417259313,33251814.417259313,0.0,19327607.186427116,4836122.438349568,9088084.792482631
513,2066-10-01,33516791.062749006,33516791.062749006,0.0,19491191.412980676,4876927.625335814,9148672.024432516
514,2066-11-01,33783874.86823119,33783874.86823119,0.0,19656138.84142218,4918072.855546947,9209663.171262065
515,2066-12-01,34053082.72018102,34053082.72018102,0.0,19822460.831767365,4959560.962676505,9271060.925737146
516,2067-01-01,34324431.641306296,34324431.641306296,0.0,19990168.83869876,5001394.804032142,9332867.998575393
517,2067-02-01,34597938.79165289,34597938.79165289,0.0,20159274.41235458,5043577.2607324105,9395087.118565897
518,2067-03-01,34873621.46971905,34873621.46971905,0.0,20329789.199124202,5086111.237905181,9457721.03268967
519,2067-04-01,35151497.11357889,35151497.11357889,0.0,20501724.942450237,5128999.664887724,9520772.506240934
520,2067-05-01,0.0,0.0,0.0,0.0,0.0,0.0
521,2067-06-01,0.0,0.0,0.0,0.0,0.0,0.0
522,2067-07-01,0.0,0.0,0.0,0.0,0.0,0.0
523,2067-08-01,0.0,0.0,0.0,0.0,0.0,0.0
524,2067-09-01,0.0,0.0,0.0,0.0,0.0,0.0
525,2067-10-01,0.0,0.0,0.0,0.0,0.0,0.0
526,2067-11-01,0.0,0.0,0.0,0.0,0.0,0.0
527,2067-12-01,0.0,0.0,0.0,0.0,0.0,0.0
528,2068-01-01,0.0,0.0,0.0,0.0,0.0,0.0
